complaint_id,date,complaint_text,department,sentiment,city,priority_level,resolution_days,is_repeat_complaint,submission_channel
CMP00211,2022-03-01,No drinking water available in government school. Children going thirsty all day.,Education,Critical/Urgent,Ahmedabad,5,7,0,walk-in
CMP00212,2023-01-15,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Mumbai,4,35,0,online
CMP00213,2023-08-25,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Negative,Hyderabad,3,31,0,app
CMP00214,2022-09-06,Road on Outer Ring Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Negative,Hyderabad,4,26,0,app
CMP00215,2022-09-25,School has not received textbooks yet. Academic year already 14 months in progress.,Education,Negative,Pune,4,33,1,walk-in
CMP00216,2023-02-28,We have been submitting water shortage complaints for months but no action has been taken.,Water,Negative,Bengaluru,4,37,0,phone
CMP00217,2022-07-20,Water pressure is very low in our building. Third floor gets no water at all.,Water,Critical/Urgent,Pune,5,4,1,phone
CMP00218,2023-04-17,Open defecation happening near children playground due to no public toilet facility.,Sanitation,Neutral,Delhi,2,23,0,phone
CMP00219,2022-03-18,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Critical/Urgent,Bengaluru,5,1,1,phone
CMP00220,2023-06-02,No drinking water available in government school. Children going thirsty all day.,Education,Neutral,Kolkata,2,24,0,walk-in
CMP00221,2022-01-18,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Negative,Chennai,3,35,0,online
CMP00222,2023-06-21,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Delhi,2,16,0,app
CMP00223,2023-04-16,Teacher absent without any substitute for 10 days. No learning happening for children.,Education,Negative,Hyderabad,4,45,0,app
CMP00224,2023-01-22,Medicines not available at government dispensary for 22 weeks. Patients suffering badly.,Healthcare,Negative,Kolkata,4,4,0,phone
CMP00225,2023-06-25,We have been submitting water shortage complaints for months but no action has been taken.,Water,Negative,Bengaluru,3,15,0,walk-in
CMP00226,2022-11-19,Road on Anna Salai has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Negative,Bengaluru,3,14,0,walk-in
CMP00227,2023-11-25,Water pressure is very low in our building. Third floor gets no water at all.,Water,Neutral,Pune,2,25,0,online
CMP00228,2022-12-15,Metro station lift not working for 3 weeks. Elderly and disabled unable to use.,Transport,Negative,Ahmedabad,3,21,0,app
CMP00229,2023-03-19,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Critical/Urgent,Delhi,5,10,1,online
CMP00230,2022-10-02,School has not received textbooks yet. Academic year already 27 months in progress.,Education,Negative,Delhi,3,25,0,walk-in
CMP00231,2023-01-04,Road construction work started 5 months ago but still incomplete. Causing major traffic.,Roads,Negative,Chennai,4,7,0,online
CMP00232,2022-12-29,No electricity for 16 hours during peak summer. Elderly patients are in critical condition.,Electricity,Negative,Mumbai,3,39,0,walk-in
CMP00233,2023-08-09,Water pressure is very low in our building. Third floor gets no water at all.,Water,Negative,Delhi,3,44,1,phone
CMP00234,2022-03-06,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Critical/Urgent,Delhi,5,7,0,walk-in
CMP00235,2023-10-03,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Negative,Kolkata,3,39,0,walk-in
CMP00236,2022-12-04,Water pipe has burst on MG Road and water is flooding the road. Immediate repair needed urgently.,Water,Negative,Kolkata,4,22,1,phone
CMP00237,2023-02-12,Road construction work started 21 months ago but still incomplete. Causing major traffic.,Roads,Negative,Pune,3,19,1,phone
CMP00238,2023-08-30,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Negative,Delhi,3,44,0,walk-in
CMP00239,2023-02-23,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Kolkata,5,3,0,phone
CMP00240,2022-03-17,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Kolkata,2,39,1,walk-in
CMP00241,2023-12-20,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Mumbai,2,7,0,app
CMP00242,2022-04-19,"Power cut in our area since 20 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Bengaluru,4,7,0,phone
CMP00243,2023-11-27,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Positive,Delhi,1,23,0,walk-in
CMP00244,2022-12-23,Water pressure is very low in our building. Third floor gets no water at all.,Water,Critical/Urgent,Chennai,5,6,1,phone
CMP00245,2023-12-15,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Positive,Kolkata,1,21,0,app
CMP00246,2022-09-07,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Negative,Delhi,3,36,0,app
CMP00247,2023-10-07,Illegal parking by trucks blocking entire road near market every morning.,Transport,Positive,Delhi,1,12,1,walk-in
CMP00248,2022-07-30,Our colony has not received clean drinking water since 16 days. This is unacceptable.,Water,Negative,Chennai,3,5,0,phone
CMP00249,2023-06-25,Road construction work started 8 months ago but still incomplete. Causing major traffic.,Roads,Negative,Pune,4,39,1,walk-in
CMP00250,2023-09-25,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Positive,Delhi,1,44,0,online
CMP00251,2022-04-30,Ambulance took 12 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Delhi,5,6,0,walk-in
CMP00252,2023-10-13,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Negative,Delhi,4,36,0,walk-in
CMP00253,2023-09-27,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Bengaluru,2,23,0,walk-in
CMP00254,2023-02-23,Electricity bill is extremely high this month despite less usage. Clear overcharging happening.,Electricity,Neutral,Kolkata,2,27,1,walk-in
CMP00255,2022-10-27,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Critical/Urgent,Bengaluru,5,5,0,app
CMP00256,2022-10-02,Power fluctuation is destroying our appliances. This is causing huge financial loss to us.,Electricity,Negative,Pune,3,35,0,walk-in
CMP00257,2022-02-03,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Negative,Kolkata,4,17,0,online
CMP00258,2023-12-29,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Critical/Urgent,Ahmedabad,5,3,0,phone
CMP00259,2023-09-04,No drinking water available in government school. Children going thirsty all day.,Education,Negative,Delhi,4,21,0,app
CMP00260,2022-03-02,Bus driver overspeeding dangerously. Narrowly missed accident with school children today.,Transport,Positive,Chennai,1,42,0,phone
CMP00261,2023-11-24,A transformer on Park Street exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Critical/Urgent,Ahmedabad,5,8,0,app
CMP00262,2023-02-17,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Critical/Urgent,Chennai,5,6,1,walk-in
CMP00263,2023-10-13,Road on Brigade Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Neutral,Pune,2,5,1,phone
CMP00264,2022-12-12,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Critical/Urgent,Delhi,5,10,1,app
CMP00265,2022-05-08,Government hospital has no doctors available on most days. Patients turned away.,Healthcare,Negative,Delhi,3,29,1,online
CMP00266,2022-06-12,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Critical/Urgent,Chennai,5,2,0,app
CMP00267,2023-10-03,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Neutral,Chennai,2,45,0,walk-in
CMP00268,2022-03-21,Medicines not available at government dispensary for 24 weeks. Patients suffering badly.,Healthcare,Negative,Delhi,4,38,0,walk-in
CMP00269,2023-12-12,There is no water supply in our area for the past 24 days. Residents are suffering badly.,Water,Negative,Delhi,4,31,0,phone
CMP00270,2023-01-12,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Critical/Urgent,Chennai,5,3,1,phone
CMP00271,2022-12-26,Ambulance took 4 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Hyderabad,4,41,0,walk-in
CMP00272,2022-05-24,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Neutral,Mumbai,2,38,1,app
CMP00273,2023-10-23,Open defecation happening near children playground due to no public toilet facility.,Sanitation,Critical/Urgent,Mumbai,5,4,0,online
CMP00274,2022-10-30,School has not received textbooks yet. Academic year already 8 months in progress.,Education,Critical/Urgent,Bengaluru,5,4,1,walk-in
CMP00275,2022-11-21,Our colony has not received clean drinking water since 17 days. This is unacceptable.,Water,Negative,Delhi,4,25,1,app
CMP00276,2022-01-18,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Neutral,Mumbai,2,1,0,phone
CMP00277,2023-03-10,There is no water supply in our area for the past 27 days. Residents are suffering badly.,Water,Negative,Ahmedabad,4,6,0,app
CMP00278,2023-07-04,Water pressure is very low in our building. Third floor gets no water at all.,Water,Critical/Urgent,Pune,5,7,0,app
CMP00279,2023-03-21,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Mumbai,3,30,0,app
CMP00280,2022-06-17,Ambulance took 5 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Kolkata,3,23,0,phone
CMP00281,2022-12-10,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Negative,Ahmedabad,3,18,0,app
CMP00282,2022-02-26,Medicines not available at government dispensary for 17 weeks. Patients suffering badly.,Healthcare,Critical/Urgent,Kolkata,5,10,0,app
CMP00283,2023-06-06,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Bengaluru,3,3,0,phone
CMP00284,2022-02-06,We have been submitting water shortage complaints for months but no action has been taken.,Water,Critical/Urgent,Ahmedabad,5,4,0,phone
CMP00285,2022-05-03,Open defecation happening near children playground due to no public toilet facility.,Sanitation,Critical/Urgent,Bengaluru,5,3,0,online
CMP00286,2022-11-15,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Critical/Urgent,Pune,5,2,1,online
CMP00287,2023-04-21,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Neutral,Pune,2,38,1,phone
CMP00288,2022-08-27,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Pune,5,1,0,online
CMP00289,2023-06-27,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Neutral,Hyderabad,2,27,1,online
CMP00290,2023-12-19,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Neutral,Pune,2,30,0,online
CMP00291,2023-03-22,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Neutral,Delhi,2,16,0,app
CMP00292,2023-04-09,Teacher absent without any substitute for 27 days. No learning happening for children.,Education,Negative,Chennai,4,15,0,phone
CMP00293,2023-04-23,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Neutral,Pune,2,27,0,app
CMP00294,2022-04-03,No drinking water available in government school. Children going thirsty all day.,Education,Negative,Delhi,3,44,0,online
CMP00295,2022-12-31,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Critical/Urgent,Ahmedabad,5,9,0,app
CMP00296,2023-07-24,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Hyderabad,2,7,1,online
CMP00297,2022-05-14,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Neutral,Hyderabad,2,26,0,online
CMP00298,2022-07-22,Bus driver overspeeding dangerously. Narrowly missed accident with school children today.,Transport,Neutral,Kolkata,2,9,0,app
CMP00299,2023-02-09,There is no water supply in our area for the past 16 days. Residents are suffering badly.,Water,Neutral,Kolkata,2,2,1,walk-in
CMP00300,2022-06-02,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Negative,Bengaluru,4,40,0,app
CMP00301,2023-01-28,Waste collection vehicle has not come for 30 days. Residents dumping on road.,Sanitation,Negative,Delhi,4,27,0,phone
CMP00302,2023-08-03,Government hospital has no doctors available on most days. Patients turned away.,Healthcare,Negative,Pune,4,25,0,phone
CMP00303,2023-04-29,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Negative,Pune,3,38,0,phone
CMP00304,2023-08-13,Our colony has not received clean drinking water since 23 days. This is unacceptable.,Water,Negative,Ahmedabad,3,23,0,phone
CMP00305,2023-08-05,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Negative,Delhi,4,37,0,walk-in
CMP00306,2022-02-27,Bus driver overspeeding dangerously. Narrowly missed accident with school children today.,Transport,Neutral,Hyderabad,2,39,0,online
