complaint_id,date,complaint_text,department,sentiment,city,priority_level,resolution_days,is_repeat_complaint,submission_channel,cleaned_text,processed_text,lemmatized_text,token_count,has_urgent_word,exclamation_count
CMP00100,2023-01-13,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Negative,Chennai,4,38,1,app,toilet facility in school completely non functional girl students leaving school early,toilet facility school completely non functional girl students leaving school early,toilet facility school completely non functional girl student leaving school early,12,0,0
CMP00101,2023-10-26,Our colony has not received clean drinking water since 17 days. This is unacceptable.,Water,Negative,Mumbai,3,41,1,app,our colony has not received clean drinking water since days this is unacceptable,colony not received clean drinking water since days unacceptable,colony not received clean drinking water since day unacceptable,13,0,0
CMP00102,2022-11-08,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Critical/Urgent,Kolkata,5,2,0,phone,hospital building in very poor condition ceiling leaking on patients during rains,hospital building poor condition ceiling leaking patients rains,hospital building poor condition ceiling leaking patient rain,12,0,0
CMP00103,2023-08-25,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Positive,Delhi,1,27,0,walk-in,auto rickshaws refusing short distance trips and overcharging passengers in our area,auto rickshaws refusing short distance trips overcharging passengers area,auto rickshaw refusing short distance trip overcharging passenger area,12,0,0
CMP00104,2022-08-11,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Kolkata,2,29,0,app,illegal parking by trucks blocking entire road near market every morning,illegal parking trucks blocking entire road near market every morning,illegal parking truck blocking entire road near market every morning,11,0,0
CMP00105,2022-10-10,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Neutral,Hyderabad,2,8,1,online,sewage water is mixing with drinking water supply causing serious health hazards,sewage water mixing drinking water supply causing serious health hazards,sewage water mixing drinking water supply causing serious health hazard,12,0,0
CMP00106,2022-09-07,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Delhi,5,10,0,online,hospital staff behaving very rudely with poor patients this is completely unacceptable,hospital staff behaving rudely poor patients completely unacceptable,hospital staff behaving rudely poor patient completely unacceptable,12,0,0
CMP00107,2022-12-03,No drinking water available in government school. Children going thirsty all day.,Education,Neutral,Delhi,2,39,0,app,no drinking water available in government school children going thirsty all day,no drinking water available government school children going thirsty day,no drinking water available government school child going thirsty day,12,0,0
CMP00108,2022-04-23,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Neutral,Bengaluru,2,9,0,app,mid day meal quality very poor children falling sick after eating food in school,mid day meal quality poor children falling sick eating food school,mid day meal quality poor child falling sick eating food school,14,0,0
CMP00109,2022-09-29,No drinking water available in government school. Children going thirsty all day.,Education,Neutral,Bengaluru,2,9,1,online,no drinking water available in government school children going thirsty all day,no drinking water available government school children going thirsty day,no drinking water available government school child going thirsty day,12,0,0
CMP00110,2023-06-10,Medicines not available at government dispensary for 17 weeks. Patients suffering badly.,Healthcare,Critical/Urgent,Mumbai,5,8,0,online,medicines not available at government dispensary for weeks patients suffering badly,medicines not available government dispensary weeks patients suffering badly,medicine not available government dispensary week patient suffering badly,11,0,0
CMP00111,2023-03-13,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Mumbai,4,32,1,online,no female doctor available at health center women patients feel extremely uncomfortable,no female doctor available health center women patients feel extremely uncomfortable,no female doctor available health center woman patient feel extremely uncomfortable,12,0,0
CMP00112,2022-10-09,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Critical/Urgent,Pune,5,7,0,walk-in,sewage water is mixing with drinking water supply causing serious health hazards,sewage water mixing drinking water supply causing serious health hazards,sewage water mixing drinking water supply causing serious health hazard,12,0,0
CMP00113,2023-04-08,Illegal parking by trucks blocking entire road near market every morning.,Transport,Negative,Hyderabad,4,27,0,walk-in,illegal parking by trucks blocking entire road near market every morning,illegal parking trucks blocking entire road near market every morning,illegal parking truck blocking entire road near market every morning,11,0,0
CMP00114,2022-11-17,Waste collection vehicle has not come for 25 days. Residents dumping on road.,Sanitation,Neutral,Chennai,2,24,0,walk-in,waste collection vehicle has not come for days residents dumping on road,waste collection vehicle not come days residents dumping road,waste collection vehicle not come day resident dumping road,12,0,0
CMP00115,2022-04-09,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Neutral,Pune,2,9,0,app,the water coming from the tap is extremely dirty and has a foul smell children are falling sick,water coming tap extremely dirty foul smell children falling sick,water coming tap extremely dirty foul smell child falling sick,18,0,0
CMP00116,2022-10-22,Medicines not available at government dispensary for 15 weeks. Patients suffering badly.,Healthcare,Negative,Chennai,3,23,0,phone,medicines not available at government dispensary for weeks patients suffering badly,medicines not available government dispensary weeks patients suffering badly,medicine not available government dispensary week patient suffering badly,11,0,0
CMP00117,2022-10-13,Power fluctuation is destroying our appliances. This is causing huge financial loss to us.,Electricity,Negative,Hyderabad,3,28,0,app,power fluctuation is destroying our appliances this is causing huge financial loss to us,power fluctuation destroying appliances causing huge financial loss us,power fluctuation destroying appliance causing huge financial loss u,14,0,0
CMP00118,2022-07-05,Water pipe has burst on Anna Salai and water is flooding the road. Immediate repair needed urgently.,Water,Negative,Delhi,3,37,1,online,water pipe has burst on anna salai and water is flooding the road immediate repair needed urgently,water pipe burst anna salai water flooding road immediate repair needed urgently,water pipe burst anna salai water flooding road immediate repair needed urgently,17,1,0
